-7.330338e+02 2.560516e+09
-7.449735e+02 2.599939e+09
-7.600124e+02 2.614484e+09
-7.748837e+02 2.625254e+09
-7.885910e+02 2.634186e+09
-8.003161e+02 2.671276e+09
-8.114539e+02 2.677399e+09
-8.220165e+02 2.683854e+09
-8.314289e+02 2.694286e+09
-8.401944e+02 2.727537e+09
-8.488960e+02 2.731500e+09
-8.570855e+02 2.741292e+09
-8.648760e+02 2.759154e+09
-8.739995e+02 2.760517e+09
-8.834073e+02 2.768889e+09
-8.923389e+02 2.771997e+09
-9.010340e+02 2.792559e+09
-9.094353e+02 2.792568e+09
-9.174549e+02 2.794985e+09
-9.252082e+02 2.796621e+09
-9.327935e+02 2.815289e+09
-9.402435e+02 2.817782e+09
-9.472915e+02 2.818529e+09
-9.542010e+02 2.822356e+09
-9.615002e+02 2.839796e+09
-9.689609e+02 2.840045e+09
-9.762081e+02 2.839646e+09
-9.834545e+02 2.838693e+09
-9.904010e+02 2.841586e+09
-9.970302e+02 2.861377e+09
-1.003647e+03 2.859656e+09
-1.010432e+03 2.857489e+09
-1.017382e+03 2.860341e+09
-1.024240e+03 2.856755e+09
-1.030806e+03 2.858230e+09
-1.037387e+03 2.876522e+09
-1.043987e+03 2.872183e+09
-1.050675e+03 2.873979e+09
-1.057347e+03 2.868959e+09
-1.063621e+03 2.869681e+09
-1.070043e+03 2.861819e+09
-1.076559e+03 2.884505e+09
-1.082961e+03 2.881161e+09
-1.089336e+03 2.881133e+09
-1.095636e+03 2.877052e+09
-1.102075e+03 2.871474e+09
-1.108346e+03 2.864978e+09
-1.114415e+03 2.885284e+09
-1.120591e+03 2.879148e+09
-1.126736e+03 2.872574e+09
-1.132763e+03 2.881604e+09
-1.138827e+03 2.873316e+09
-1.144756e+03 2.864078e+09
-1.150444e+03 2.871413e+09
-1.156226e+03 2.861508e+09
-1.161816e+03 2.856357e+09
-1.167321e+03 2.856954e+09
-1.172676e+03 2.854741e+09
-1.177925e+03 2.859451e+09
-1.182946e+03 2.852759e+09
-1.187864e+03 2.838880e+09
-1.192426e+03 2.829964e+09
-1.196830e+03 2.813262e+09
-1.200984e+03 2.801800e+09
-1.204834e+03 2.785599e+09
-1.208323e+03 2.767809e+09
-1.211425e+03 2.746976e+09
-1.213965e+03 2.723710e+09
-1.215926e+03 2.698177e+09
-1.217294e+03 2.674049e+09
-1.217808e+03 2.642291e+09
-1.217184e+03 2.606279e+09
-1.215198e+03 2.564986e+09
-1.211310e+03 2.516802e+09
-1.204916e+03 2.459195e+09
-1.194332e+03 2.385791e+09
-1.175750e+03 2.284818e+09
-1.126459e+03 2.078834e+09
-1.126459e+03 2.078834e+09
